source;year;target;nuclear_stock;work_pop;exp (US$);imp (US$);tot (US$);gdp;mil_exp;tax_rev;rd_exp_gdp
ALB;1995;GRC;0;1938980;228000000;837000000;1065000000;11602388;125.464118;0.148374865;
ALB;1995;ROU;0;1938980;228000000;837000000;1065000000;11602388;125.464118;0.148374865;
ALB;1995;USA;0;1938980;228000000;837000000;1065000000;11602388;125.464118;0.148374865;
ALB;1996;CHN;0;1939394;211140400;938481792;1149622192;12726894;112.6685531;0.128257352;
ALB;1996;RUS;0;1939394;211140400;938481792;1149622192;12726894;112.6685531;0.128257352;
ALB;1996;RUS;0;1939394;211140400;938481792;1149622192;12726894;112.6685531;0.128257352;
ALB;1997;GRC;0;1938304;137681008;629026304;766707312;11395737;78.66582918;0.137840905;
ALB;1997;RUS;0;1938304;137681008;629026304;766707312;11395737;78.66582918;0.137840905;
ALB;1997;RUS;0;1938304;137681008;629026304;766707312;11395737;78.66582918;0.137840905;
ALB;1997;SRB;0;1938304;137681008;629026304;766707312;11395737;78.66582918;0.137840905;
ALB;1997;USA;0;1938304;137681008;629026304;766707312;11395737;78.66582918;0.137840905;
ALB;1998;BGR;0;1936185;207653802;841256184;1048909986;12467187;74.38011658;0.187502598;
ALB;1998;CHN;0;1936185;207653802;841256184;1048909986;12467187;74.38011658;0.187502598;
ALB;1998;GRC;0;1936185;207653802;841256184;1048909986;12467187;74.38011658;0.187502598;
ALB;1998;ROU;0;1936185;207653802;841256184;1048909986;12467187;74.38011658;0.187502598;
ALB;1998;TUR;0;1936185;207653802;841256184;1048909986;12467187;74.38011658;0.187502598;
ALB;1999;GRC;0;1934366;351097824;1154351169;1505448993;14151376;86.1404134;0.188302817;
ALB;1999;ROU;0;1934366;351097824;1154351169;1505448993;14151376;86.1404134;0.188302817;
ALB;1999;RUS;0;1934366;351097824;1154351169;1505448993;14151376;86.1404134;0.188302817;
ALB;1999;RUS;0;1934366;351097824;1154351169;1505448993;14151376;86.1404134;0.188302817;
ALB;1999;TUR;0;1934366;351097824;1154351169;1505448993;14151376;86.1404134;0.188302817;
ALB;1999;USA;0;1934366;351097824;1154351169;1505448993;14151376;86.1404134;0.188302817;
ALB;2000;BGR;0;1933983;261475781;1089467879;1350943660;15212512;95.27561006;0.20769794;
ALB;2000;CHN;0;1933983;261475781;1089467879;1350943660;15212512;95.27561006;0.20769794;
ALB;2000;ROU;0;1933983;261475781;1089467879;1350943660;15212512;95.27561006;0.20769794;
ALB;2000;RUS;0;1933983;261475781;1089467879;1350943660;15212512;95.27561006;0.20769794;
ALB;2000;RUS;0;1933983;261475781;1089467879;1350943660;15212512;95.27561006;0.20769794;
ALB;2000;USA;0;1933983;261475781;1089467879;1350943660;15212512;95.27561006;0.20769794;
ALB;2001;GRC;0;1928440;304930699;1330631066;1635561765;16566324;108.2654244;0.206178376;
ALB;2001;RUS;0;1928440;304930699;1330631066;1635561765;16566324;108.2654244;0.206178376;
ALB;2001;RUS;0;1928440;304930699;1330631066;1635561765;16566324;108.2654244;0.206178376;
ALB;2001;SRB;0;1928440;304930699;1330631066;1635561765;16566324;108.2654244;0.206178376;
ALB;2001;TUR;0;1928440;304930699;1330631066;1635561765;16566324;108.2654244;0.206178376;
ALB;2001;USA;0;1928440;304930699;1330631066;1635561765;16566324;108.2654244;0.206178376;
ALB;2002;BGR;0;1936622;330241497;1503685206;1833926703;17410336;108.1140021;0.211219111;
ALB;2002;GRC;0;1936622;330241497;1503685206;1833926703;17410336;108.1140021;0.211219111;
ALB;2002;ROU;0;1936622;330241497;1503685206;1833926703;17410336;108.1140021;0.211219111;
ALB;2002;RUS;0;1936622;330241497;1503685206;1833926703;17410336;108.1140021;0.211219111;
ALB;2002;RUS;0;1936622;330241497;1503685206;1833926703;17410336;108.1140021;0.211219111;
ALB;2002;SRB;0;1936622;330241497;1503685206;1833926703;17410336;108.1140021;0.211219111;
ALB;2002;TUR;0;1936622;330241497;1503685206;1833926703;17410336;108.1140021;0.211219111;
ALB;2003;TUR;0;1944524;447220546;1864335652;2311556198;18465375;121.4547139;0.214410288;
ALB;2004;BGR;0;1951941;602653356;2300562621;2903215977;19587420;132.745071;0.225037145;
ALB;2004;MDA;0;1951941;602653357;2300562621;2903215978;19587420;132.745071;0.225037145;
ALB;2004;SRB;0;1951941;602653358;2300562621;2903215979;19587420;132.745071;0.225037145;
ALB;2004;TUR;0;1951941;602653359;2300562621;2903215980;19587420;132.745071;0.225037145;
ALB;2005;USA;0;1957418;1119916906;2710813978;3830730884;20779740;137.5146559;0.224866909;
ALB;2006;GRC;0;1960789;1346926748;3493228421;4840155169;22121817;168.9047977;0.231885657;
ALB;2006;ROU;0;1960789;1346926748;3493228421;4840155169;22121817;168.9047977;0.231885657;
ALB;2006;RUS;0;1960789;1346926748;3493228421;4840155169;22121817;168.9047977;0.231885657;
ALB;2006;RUS;0;1960789;1346926748;3493228421;4840155169;22121817;168.9047977;0.231885657;
ALB;2006;TUR;0;1960789;1346926748;3493228421;4840155169;22121817;168.9047977;0.231885657;
ALB;2006;USA;0;1960789;1346926748;3493228421;4840155169;22121817;168.9047977;0.231885657;
ALB;2007;AZE;0;1959058;1077690359;4205358799;5283049158;23574402;209.0337295;0.233470073;0.087370001
ALB;2007;GRC;0;1959058;1077690360;4205358799;5283049159;23574402;209.0337295;0.233470073;0.087370001
ALB;2007;RUS;0;1959058;1077690361;4205358799;5283049160;23574402;209.0337295;0.233470073;0.087370001
ALB;2007;RUS;0;1959058;1077690362;4205358799;5283049161;23574402;209.0337295;0.233470073;0.087370001
ALB;2008;BGR;0;1955065;2165789746;5250999090;7416788836;25480780;246.2049194;0.24228288;0.154119998
ALB;2008;CHN;0;1955065;2165789746;5250999090;7416788836;25480780;246.2049194;0.24228288;0.154119998
ALB;2008;GRC;0;1955065;2165789746;5250999090;7416788836;25480780;246.2049194;0.24228288;0.154119998
ALB;2008;ROU;0;1955065;2165789746;5250999090;7416788836;25480780;246.2049194;0.24228288;0.154119998
ALB;2008;SRB;0;1955065;2165789746;5250999090;7416788836;25480780;246.2049194;0.24228288;0.154119998
ALB;2009;BGR;0;1951106;1087914902;4548314268;5636229170;26470692;194.8654193;0.240029827;
ALB;2009;GRC;0;1951106;1087914903;4548314268;5636229171;26470692;194.8654193;0.240029827;
ALB;2009;SRB;0;1951106;1087914904;4548314268;5636229172;26470692;194.8654193;0.240029827;
ALB;2010;CHN;0;1948797;1549955724;4602801360;6152757084;27595216;209.3584489;0.232779546;
ALB;2010;SRB;0;1948797;1549955725;4602801360;6152757085;27595216;209.3584489;0.232779546;
ALB;2010;TUR;0;1948797;1549955726;4602801360;6152757086;27595216;209.3584489;0.232779546;
ALB;2012;TUR;0;1972618;1967918947;4879829648;6847748595;28852736;203.4739896;0.222389748;
ALB;2012;USA;0;1972618;1967918947;4879829648;6847748595;28852736;203.4739896;0.222389748;
ALB;2013;GRC;0;1979460;2331521928;4880593254;7212115182;29144220;191.5913661;0.213952237;
ALB;2014;CHN;0;1981897;2430723644;5229972238;7660695882;29679008;186.2070213;0.239335979;
ALB;2014;SRB;0;1981897;2430723644;5229972238;7660695882;29679008;186.2070213;0.239335979;
ALB;2015;BGR;0;1979179;1929657032;4320219367;6249876399;30447120;162.1508671;0.239856174;
ALB;2016;GRC;0;1974734;1962117416;4669289913;6631407329;31481048;156.0654921;0.235373285;
ALB;2016;RUS;0;1974734;1962117416;4669289913;6631407329;31481048;156.0654921;0.235373285;
ALB;2016;RUS;0;1974734;1962117416;4669289913;6631407329;31481048;156.0654921;0.235373285;
ALB;2016;TUR;0;1974734;1962117416;4669289913;6631407329;31481048;156.0654921;0.235373285;
ALB;2016;UKR;0;1974734;1962117416;4669289913;6631407329;31481048;156.0654921;0.235373285;
ARM;1995;TUR;0;2006379;62700000;150000000;212700000;14085485;128.6876923;0.127251769;
ARM;1996;BGR;0;1980173;121000000;398000000;519000000;14360835;110.9887626;0.128703632;
ARM;1996;CHN;0;1980173;121000000;398000000;519000000;14360835;110.9887626;0.128703632;
ARM;1996;GEO;0;1980173;121000000;398000000;519000000;14360835;110.9887626;0.128703632;
ARM;1996;RUS;0;1980173;121000000;398000000;519000000;14360835;110.9887626;0.128703632;
ARM;1996;RUS;0;1980173;121000000;398000000;519000000;14360835;110.9887626;0.128703632;
ARM;1997;GEO;0;1968000;215273552;754439680;969713232;14401608;141.1274124;0.162494281;0.186920002
ARM;1997;ROU;0;1968000;215273552;754439680;969713232;14401608;141.1274124;0.162494281;0.186920002
ARM;1997;RUS;0;1968000;215273552;754439680;969713232;14401608;141.1274124;0.162494281;0.186920002
ARM;1997;RUS;0;1968000;215273552;754439680;969713232;14401608;141.1274124;0.162494281;0.186920002
ARM;1998;RUS;0;1966294;19300000;459000000;478300000;14842168;139.2076597;0.169879159;0.226009995
ARM;1998;RUS;0;1966294;19300000;459000000;478300000;14842168;139.2076597;0.169879159;0.226009995
ARM;1999;BGR;0;1968558;231666237;810846494;1042512731;14850000;149.8111008;0.192922333;0.214000002
ARM;1999;GEO;0;1968558;231666237;810846494;1042512731;14850000;149.8111008;0.192922333;0.214000002
ARM;1999;GRC;0;1968558;231666237;810846494;1042512731;14850000;149.8111008;0.192922333;0.214000002
ARM;1999;RUS;0;1968558;231666237;810846494;1042512731;14850000;149.8111008;0.192922333;0.214000002
ARM;1999;RUS;0;1968558;231666237;810846494;1042512731;14850000;149.8111008;0.192922333;0.214000002
ARM;1999;TUR;0;1968558;231666237;810846494;1042512731;14850000;149.8111008;0.192922333;0.214000002
ARM;1999;UKR;0;1968558;231666237;810846494;1042512731;14850000;149.8111008;0.192922333;0.214000002
ARM;2000;AZE;0;1969857;384319118;840307429;1224626547;15245240;151.85906;0.176954254;0.184630007
ARM;2000;CHN;0;1969857;384319118;840307430;1224626548;15245240;151.85906;0.176954254;0.184630007
ARM;2000;GEO;0;1969857;384319118;840307431;1224626549;15245240;151.85906;0.176954254;0.184630007
ARM;2000;GRC;0;1969857;384319118;840307432;1224626550;15245240;151.85906;0.176954254;0.184630007
ARM;2000;ROU;0;1969857;384319118;840307433;1224626551;15245240;151.85906;0.176954254;0.184630007
ARM;2000;RUS;0;1969857;384319118;840307434;1224626552;15245240;151.85906;0.176954254;0.184630007
ARM;2000;RUS;0;1969857;384319118;840307435;1224626553;15245240;151.85906;0.176954254;0.184630007
ARM;2000;UKR;0;1969857;384319118;840307436;1224626554;15245240;151.85906;0.176954254;0.184630007
ARM;2001;AZE;0;1975648;459675111;840801789;1300476900;16182970;147.4547874;0.170680682;0.279870003
ARM;2001;GRC;0;1975648;459675111;840801789;1300476900;16182970;147.4547874;0.170680682;0.279870003
ARM;2001;UKR;0;1975648;459675111;840801789;1300476900;16182970;147.4547874;0.170680682;0.279870003
ARM;2002;GEO;0;1978353;631634100;962930979;1594565079;18014884;145.8406363;0.177912174;0.252550006
ARM;2002;RUS;0;1978353;631634100;962930979;1594565079;18014884;145.8406363;0.177912174;0.252550006
ARM;2002;RUS;0;1978353;631634100;962930979;1594565079;18014884;145.8406363;0.177912174;0.252550006
ARM;2002;TUR;0;1978353;631634100;962930979;1594565079;18014884;145.8406363;0.177912174;0.252550006
ARM;2002;UKR;0;1978353;631634100;962930979;1594565079;18014884;145.8406363;0.177912174;0.252550006
ARM;2003;BGR;0;1979491;781336546;1237757265;2019093811;19925565;167.9501669;0.171700531;0.239710003
ARM;2003;GRC;0;1979491;781336546;1237757265;2019093811;19925565;167.9501669;0.171700531;0.239710003
ARM;2004;BGR;0;1981814;821872268;1349761910;2171634178;21350190;185.3212895;0.171165995;0.212009996
ARM;2004;RUS;0;1981814;821872268;1349761911;2171634179;21350190;185.3212895;0.171165995;0.212009996
ARM;2004;RUS;0;1981814;821872268;1349761912;2171634180;21350190;185.3212895;0.171165995;0.212009996
ARM;2004;UKR;0;1981814;821872268;1349761913;2171634181;21350190;185.3212895;0.171165995;0.212009996
ARM;2005;GRC;0;1986669;1068380002;1692662218;2761042220;23628657;226.7288104;0.17605921;0.257609993
ARM;2005;USA;0;1986669;1068380002;1692662218;2761042220;23628657;226.7288104;0.17605921;0.257609993
ARM;2006;BGR;0;1987008;1150897444;2195557775;3346455219;25939452;267.8384463;0.178292517;0.240569994
ARM;2006;GEO;0;1987008;1150897444;2195557775;3346455219;25939452;267.8384463;0.178292517;0.240569994
ARM;2006;ROU;0;1987008;1150897444;2195557775;3346455219;25939452;267.8384463;0.178292517;0.240569994
ARM;2006;UKR;0;1987008;1150897444;2195557775;3346455219;25939452;267.8384463;0.178292517;0.240569994
ARM;2006;USA;0;1987008;1150897444;2195557775;3346455219;25939452;267.8384463;0.178292517;0.240569994
ARM;2007;GEO;0;1990071;1427374717;3054167579;4481542296;28614498;313.953408;0.191773212;0.211070001
ARM;2007;RUS;0;1990071;1427374717;3054167579;4481542296;28614498;313.953408;0.191773212;0.211070001
ARM;2007;RUS;0;1990071;1427374717;3054167579;4481542296;28614498;313.953408;0.191773212;0.211070001
ARM;2007;USA;0;1990071;1427374717;3054167579;4481542296;28614498;313.953408;0.191773212;0.211070001
ARM;2008;BGR;0;1994590;1203243371;4113521571;5316764942;29668383;364.3775344;0.206513706;0.224380001
ARM;2008;CHN;0;1994590;1203243371;4113521571;5316764942;29668383;364.3775344;0.206513706;0.224380001
ARM;2008;GEO;0;1994590;1203243371;4113521571;5316764942;29668383;364.3775344;0.206513706;0.224380001
ARM;2008;RUS;0;1994590;1203243371;4113521571;5316764942;29668383;364.3775344;0.206513706;0.224380001
ARM;2008;RUS;0;1994590;1203243371;4113521571;5316764942;29668383;364.3775344;0.206513706;0.224380001
ARM;2008;TUR;0;1994590;1203243371;4113521571;5316764942;29668383;364.3775344;0.206513706;0.224380001
ARM;2009;CHN;0;1998528;782323751;3194374412;3976698163;24701459;379.8213533;0.203391071;0.290930003
ARM;2009;RUS;0;1998528;782323751;3194374412;3976698163;24701459;379.8213533;0.203391071;0.290930003
ARM;2009;RUS;0;1998528;782323751;3194374412;3976698163;24701459;379.8213533;0.203391071;0.290930003
ARM;2009;TUR;0;1998528;782323751;3194374412;3976698163;24701459;379.8213533;0.203391071;0.290930003
ARM;2009;UKR;0;1998528;782323751;3194374412;3976698163;24701459;379.8213533;0.203391071;0.290930003
ARM;2009;USA;0;1998528;782323751;3194374412;3976698163;24701459;379.8213533;0.203391071;0.290930003
ARM;2010;BGR;0;2001042;1154874353;3823757924;4978632277;24484809;396.8169255;0.20659892;0.241390005
ARM;2010;TUR;0;2001042;1154874353;3823757924;4978632277;24484809;396.8169255;0.20659892;0.241390005
ARM;2010;USA;0;2001042;1154874353;3823757924;4978632277;24484809;396.8169255;0.20659892;0.241390005
ARM;2011;GEO;0;2004811;1522460111;4122484288;5644944399;24861705;363.6228268;0.210033782;0.270139992
ARM;2011;RUS;0;2004811;1522460111;4122484288;5644944399;24861705;363.6228268;0.210033782;0.270139992
ARM;2011;RUS;0;2004811;1522460111;4122484288;5644944399;24861705;363.6228268;0.210033782;0.270139992
ARM;2011;TUR;0;2004811;1522460111;4122484288;5644944399;24861705;363.6228268;0.210033782;0.270139992
ARM;2011;USA;0;2004811;1522460111;4122484288;5644944399;24861705;363.6228268;0.210033782;0.270139992
ARM;2012;GEO;0;2009727;1576176867;4277375306;5853552173;26631918;372.3296491;0.20985285;0.238529995
ARM;2012;RUS;0;2009727;1576176867;4277375306;5853552173;26631918;372.3296491;0.20985285;0.238529995
ARM;2012;RUS;0;2009727;1576176867;4277375306;5853552173;26631918;372.3296491;0.20985285;0.238529995
ARM;2013;BGR;0;2014464;1576555440;4267896796;5844452236;27516820;419.1667527;0.224127017;0.222159997
ARM;2013;CHN;0;2014464;1576555440;4267896796;5844452236;27516820;419.1667527;0.224127017;0.222159997
ARM;2013;RUS;0;2014464;1576555440;4267896796;5844452236;27516820;419.1667527;0.224127017;0.222159997
ARM;2013;RUS;0;2014464;1576555440;4267896796;5844452236;27516820;419.1667527;0.224127017;0.222159997
ARM;2013;USA;0;2014464;1576555440;4267896796;5844452236;27516820;419.1667527;0.224127017;0.222159997
ARM;2014;CHN;0;2018089;1610277285;4166257868;5776535153;28504080;425.6087125;0.224076297;0.240789995
ARM;2014;GEO;0;2018089;1610277285;4166257868;5776535153;28504080;425.6087125;0.224076297;0.240789995
ARM;2014;USA;0;2018089;1610277285;4166257868;5776535153;28504080;425.6087125;0.224076297;0.240789995
ARM;2015;CHN;0;2019881;1653080302;3259745576;4912825878;29362808;460.7199963;0.215512763;0.25002
ARM;2015;RUS;0;2019881;1653080302;3259745576;4912825878;29362808;460.7199963;0.215512763;0.25002
ARM;2015;RUS;0;2019881;1653080302;3259745576;4912825878;29362808;460.7199963;0.215512763;0.25002
ARM;2015;SRB;0;2019881;1653080302;3259745576;4912825878;29362808;460.7199963;0.215512763;0.25002
ARM;2016;CHN;0;2018926;1971687789;3224288747;5195976536;29423520;452.9835593;0.217379299;0.23305
ARM;2016;RUS;0;2018926;1971687789;3224288747;5195976536;29423520;452.9835593;0.217379299;0.23305
ARM;2016;RUS;0;2018926;1971687789;3224288747;5195976536;29423520;452.9835593;0.217379299;0.23305
AZE;1995;BGR;0;4693519;115000000;416000000;531000000;23185269;88.02112533;0.121930647;
AZE;1995;ROU;0;4693519;115000000;416000000;531000000;23185269;88.02112533;0.121930647;
AZE;1995;RUS;0;4693519;115000000;416000000;531000000;23185269;88.02112533;0.121930647;
AZE;1995;RUS;0;4693519;115000000;416000000;531000000;23185269;88.02112533;0.121930647;
AZE;1996;GEO;0;4751866;631244864;960603264;1591848128;24023310;77.50269504;0.148243045;0.235330001
AZE;1996;RUS;0;4751866;631244864;960603264;1591848128;24023310;77.50269504;0.148243045;0.235330001
AZE;1996;RUS;0;4751866;631244864;960603264;1591848128;24023310;77.50269504;0.148243045;0.235330001
AZE;1996;TUR;0;4751866;631244864;960603264;1591848128;24023310;77.50269504;0.148243045;0.235330001
AZE;1997;BGR;0;4819284;781308992;794337920;1575646912;26439156;89.0760272;0.151424953;0.369500011
AZE;1997;RUS;0;4819284;781308992;794337920;1575646912;26439156;89.0760272;0.151424953;0.369500011
AZE;1997;RUS;0;4819284;781308992;794337920;1575646912;26439156;89.0760272;0.151424953;0.369500011
AZE;1997;TUR;0;4819284;781308992;794337920;1575646912;26439156;89.0760272;0.151424953;0.369500011
AZE;1997;USA;0;4819284;781308992;794337920;1575646912;26439156;89.0760272;0.151424953;0.369500011
AZE;1998;CHN;0;4897180;606149440;1076489216;1682638656;28325450;101.5106686;0.138586957;0.421240002
AZE;1998;GEO;0;4897180;606149440;1076489216;1682638656;28325450;101.5106686;0.138586957;0.421240002
AZE;1999;ARM;0;4981375;929225537;1035652323;1964877860;31901760;132.4968762;0.136953642;0.392890006
AZE;1999;GEO;0;4981375;929225537;1035652323;1964877860;31901760;132.4968762;0.136953642;0.392890006
AZE;1999;TUR;0;4981375;929225537;1035652323;1964877860;31901760;132.4968762;0.136953642;0.392890006
AZE;1999;UKR;0;4981375;929225537;1035652323;1964877860;31901760;132.4968762;0.136953642;0.392890006
AZE;2000;CHN;0;5070809;1745251936;1172038210;2917290146;34255305;140.5227503;0.144764731;0.335999995
AZE;2000;GEO;0;5070809;1745251936;1172038210;2917290146;34255305;140.5227503;0.144764731;0.335999995
AZE;2000;TUR;0;5070809;1745251936;1172038210;2917290146;34255305;140.5227503;0.144764731;0.335999995
AZE;2000;UKR;0;5070809;1745251936;1172038210;2917290146;34255305;140.5227503;0.144764731;0.335999995
AZE;2000;USA;0;5070809;1745251936;1172038210;2917290146;34255305;140.5227503;0.144764731;0.335999995
AZE;2001;ARM;0;5171814;2314282345;1430877454;3745159799;36864806;158.9449782;0.14635064;0.340009987
AZE;2001;GEO;0;5171814;2314282345;1430877454;3745159799;36864806;158.9449782;0.14635064;0.340009987
AZE;2001;GRC;0;5171814;2314282345;1430877454;3745159799;36864806;158.9449782;0.14635064;0.340009987
AZE;2001;MDA;0;5171814;2314282345;1430877454;3745159799;36864806;158.9449782;0.14635064;0.340009987
AZE;2001;ROU;0;5171814;2314282345;1430877454;3745159799;36864806;158.9449782;0.14635064;0.340009987
AZE;2001;RUS;0;5171814;2314282345;1430877454;3745159799;36864806;158.9449782;0.14635064;0.340009987
AZE;2001;RUS;0;5171814;2314282345;1430877454;3745159799;36864806;158.9449782;0.14635064;0.340009987
AZE;2001;TUR;0;5171814;2314282345;1430877454;3745159799;36864806;158.9449782;0.14635064;0.340009987
AZE;2002;ARM;0;5272095;2167500086;1665564219;3833064305;40294160;171.1443468;0.150940284;0.301550001
AZE;2002;GEO;0;5272095;2167500086;1665564219;3833064305;40294160;171.1443468;0.150940284;0.301550001
AZE;2002;MDA;0;5272095;2167500086;1665564219;3833064305;40294160;171.1443468;0.150940284;0.301550001
AZE;2002;RUS;0;5272095;2167500086;1665564219;3833064305;40294160;171.1443468;0.150940284;0.301550001
AZE;2002;RUS;0;5272095;2167500086;1665564219;3833064305;40294160;171.1443468;0.150940284;0.301550001
AZE;2002;TUR;0;5272095;2167500086;1665564219;3833064305;40294160;171.1443468;0.150940284;0.301550001
AZE;2002;UKR;0;5272095;2167500086;1665564219;3833064305;40294160;171.1443468;0.150940284;0.301550001
AZE;2003;GEO;0;5377560;2591719389;2626427367;5218146756;44997471;213.4410572;0.153770813;0.324959993
AZE;2003;MDA;0;5377560;2591719389;2626427367;5218146756;44997471;213.4410572;0.153770813;0.324959993
AZE;2003;USA;0;5377560;2591719389;2626427367;5218146756;44997471;213.4410572;0.153770813;0.324959993
AZE;2004;GEO;0;5498648;3615449827;3515861062;7131310889;50102661;258.7363081;0.154396249;0.298310012
AZE;2004;GRC;0;5498648;3615449827;3515861062;7131310889;50102661;258.7363081;0.154396249;0.298310012
AZE;2004;ROU;0;5498648;3615449827;3515861062;7131310889;50102661;258.7363081;0.154396249;0.298310012
AZE;2004;RUS;0;5498648;3615449827;3515861062;7131310889;50102661;258.7363081;0.154396249;0.298310012
AZE;2004;RUS;0;5498648;3615449827;3515861062;7131310889;50102661;258.7363081;0.154396249;0.298310012
AZE;2004;TUR;0;5498648;3615449827;3515861062;7131310889;50102661;258.7363081;0.154396249;0.298310012
AZE;2005;RUS;0;5638033;4347151207;4211207311;8558358518;64020150;302.7929685;0.15188054;0.219940007
AZE;2005;RUS;0;5638033;4347151207;4211207311;8558358518;64020150;302.7929685;0.15188054;0.219940007
AZE;2005;TUR;0;5638033;4347151207;4211207311;8558358518;64020150;302.7929685;0.15188054;0.219940007
AZE;2005;UKR;0;5638033;4347151207;4211207311;8558358518;64020150;302.7929685;0.15188054;0.219940007
AZE;2005;USA;0;5638033;4347151207;4211207311;8558358518;64020150;302.7929685;0.15188054;0.219940007
AZE;2006;CHN;0;5772684;6372164992;5266743705;11638908697;87020400;622.0322526;0.178224688;0.171650007
AZE;2006;GEO;0;5772684;6372164992;5266743705;11638908697;87020400;622.0322526;0.178224688;0.171650007
AZE;2006;ROU;0;5772684;6372164992;5266743705;11638908697;87020400;622.0322526;0.178224688;0.171650007
AZE;2006;RUS;0;5772684;6372164992;5266743705;11638908697;87020400;622.0322526;0.178224688;0.171650007
AZE;2006;RUS;0;5772684;6372164992;5266743705;11638908697;87020400;622.0322526;0.178224688;0.171650007
AZE;2006;TUR;0;5772684;6372164992;5266743705;11638908697;87020400;622.0322526;0.178224688;0.171650007
AZE;2006;UKR;0;5772684;6372164992;5266743705;11638908697;87020400;622.0322526;0.178224688;0.171650007
AZE;2006;USA;0;5772684;6372164992;5266743705;11638908697;87020400;622.0322526;0.178224688;0.171650007
AZE;2007;ARM;0;5918363;6058319100;5712178288;11770497388;109935243;971.8027136;0.19868834;0.170059994
AZE;2007;CHN;0;5918363;6058319100;5712178288;11770497388;109935243;971.8027136;0.19868834;0.170059994
AZE;2007;GEO;0;5918363;6058319100;5712178288;11770497388;109935243;971.8027136;0.19868834;0.170059994
AZE;2007;GRC;0;5918363;6058319100;5712178288;11770497388;109935243;971.8027136;0.19868834;0.170059994
AZE;2007;MDA;0;5918363;6058319100;5712178288;11770497388;109935243;971.8027136;0.19868834;0.170059994
AZE;2007;RUS;0;5918363;6058319100;5712178288;11770497388;109935243;971.8027136;0.19868834;0.170059994
AZE;2007;RUS;0;5918363;6058319100;5712178288;11770497388;109935243;971.8027136;0.19868834;0.170059994
AZE;2007;TUR;0;5918363;6058319100;5712178288;11770497388;109935243;971.8027136;0.19868834;0.170059994
AZE;2008;ARM;0;6124539;47756229362;7161847499;54918076861;123138750;1307.739066;0.199573752;0.165539995
AZE;2008;GEO;0;6124539;47756229362;7161847499;54918076861;123138750;1307.739066;0.199573752;0.165539995
AZE;2008;GRC;0;6124539;47756229362;7161847499;54918076861;123138750;1307.739066;0.199573752;0.165539995
AZE;2008;RUS;0;6124539;47756229362;7161847499;54918076861;123138750;1307.739066;0.199573752;0.165539995
AZE;2008;RUS;0;6124539;47756229362;7161847499;54918076861;123138750;1307.739066;0.199573752;0.165539995
AZE;2008;TUR;0;6124539;47756229362;7161847499;54918076861;123138750;1307.739066;0.199573752;0.165539995
AZE;2008;UKR;0;6124539;47756229362;7161847499;54918076861;123138750;1307.739066;0.199573752;0.165539995
AZE;2008;USA;0;6124539;47756229362;7161847499;54918076861;123138750;1307.739066;0.199573752;0.165539995
AZE;2009;ARM;0;6323530;14688727691;6119060204;20807787895;136025328;1155.183766;0.170248862;0.249760002
AZE;2009;CHN;0;6323530;14688727691;6119060204;20807787895;136025328;1155.183766;0.170248862;0.249760002
AZE;2009;GEO;0;6323530;14688727691;6119060204;20807787895;136025328;1155.183766;0.170248862;0.249760002
AZE;2009;RUS;0;6323530;14688727691;6119060204;20807787895;136025328;1155.183766;0.170248862;0.249760002
AZE;2009;RUS;0;6323530;14688727691;6119060204;20807787895;136025328;1155.183766;0.170248862;0.249760002
AZE;2009;UKR;0;6323530;14688727691;6119060204;20807787895;136025328;1155.183766;0.170248862;0.249760002
AZE;2010;GEO;0;6452695;21278419980;6596796766;27875216746;144303682;1093.811071;0.147698104;0.218480006
AZE;2010;GRC;0;6452695;21278419980;6596796766;27875216746;144303682;1093.811071;0.147698104;0.218480006
AZE;2010;RUS;0;6452695;21278419980;6596796766;27875216746;144303682;1093.811071;0.147698104;0.218480006
AZE;2010;RUS;0;6452695;21278419980;6596796766;27875216746;144303682;1093.811071;0.147698104;0.218480006
AZE;2010;SRB;0;6452695;21278419980;6596796766;27875216746;144303682;1093.811071;0.147698104;0.218480006
AZE;2011;GEO;0;6565755;26480188838;9732869048;36213057886;145972224;2081.201387;0.143120464;0.210840002
AZE;2011;GRC;0;6565755;26480188838;9732869048;36213057886;145972224;2081.201387;0.143120464;0.210840002
AZE;2011;RUS;0;6565755;26480188838;9732869048;36213057886;145972224;2081.201387;0.143120464;0.210840002
AZE;2011;RUS;0;6565755;26480188838;9732869048;36213057886;145972224;2081.201387;0.143120464;0.210840002
AZE;2012;ALB;0;6665639;23827186078;9641723771;33468909849;149145003;2159.147159;0.154917434;0.217240006
AZE;2012;GEO;0;6665639;23827186078;9641723771;33468909849;149145003;2159.147159;0.154917434;0.217240006
AZE;2012;RUS;0;6665639;23827186078;9641723771;33468909849;149145003;2159.147159;0.154917434;0.217240006
AZE;2012;RUS;0;6665639;23827186078;9641723771;33468909849;149145003;2159.147159;0.154917434;0.217240006
AZE;2012;USA;0;6665639;23827186078;9641723771;33468909849;149145003;2159.147159;0.154917434;0.217240006
AZE;2013;RUS;0;6749582;23904108012;10763391507;34667499519;157794930;2184.02283;0.162319962;0.211410001
AZE;2013;RUS;0;6749582;23904108012;10763391507;34667499519;157794930;2184.02283;0.162319962;0.211410001
AZE;2013;TUR;0;6749582;23904108012;10763391507;34667499519;157794930;2184.02283;0.162319962;0.211410001
AZE;2013;UKR;0;6749582;23904108012;10763391507;34667499519;157794930;2184.02283;0.162319962;0.211410001
